publish_date,headline_text
2015-06-24 10:34:40,Pound Gains on Dollar Ahead of US GDP Report 2
2015-06-24 10:20:59,"Yen Higher vs. Dollar, Falls vs. Euro"
2015-06-23 12:16:48,NZ Dollar Drops to -Year Low vs. US Dollar
2015-06-23 10:09:55,Australian Dollar Avoids Impact of Negative Domestic Data d
2015-06-20 14:49:08,Dollar Dips During Week of FOMC Decision
2015-06-19 13:30:56,Yen Higher vs. Euro After BoJ Concludes Policy Meeting
2015-06-19 12:48:29,Pound Underperforms Despite Supportive Data
2015-06-19 12:27:40,UK Pound Trades Mixed Against Other Major Currencies 8
2015-06-19 12:11:21,Economic Data Helps US Dollar Recover from Dovish Fed 8
2015-06-18 15:30:27,Dollar Down After Fed Releases Dovish Statement U
2015-06-18 12:58:14,Japanese Yen Heads Higher Against Other Majors 9
2015-06-18 12:28:31,Euro Higher Even as Grexit Talk Swirls d
2015-06-18 12:25:54,Swiss Franc Resilient Despite Negative Interest Rates
2015-06-18 12:13:50,NZ Dollar Dips as Economic Growth Disappoints
2015-06-17 22:46:29,Dollar Down After Fed Releases Dovish Statement U
2015-06-17 12:54:09,US Dollar Pulls Back as Traders Await Fed Announcement
2015-06-17 09:55:51,Sterling Leaps After Upbeat Data D
2015-06-17 09:39:27,Traders Seek Safety of Swiss Franc
2015-06-16 14:59:06,Pound Higher as UK Exits Deflation
2015-06-16 13:49:55,Australian Dollar Attempts to Bounce
2015-06-16 11:54:49,Euro Struggles as Greece Impasse Continues
2015-06-16 11:10:30,US Dollar Gains as Traders Await Federal Reserve Meeting
2015-06-16 00:39:58,Great Britain Pound Dips as Greek Talks Fails
2015-06-15 12:38:20,"Russian Central Bank Continues Monetary Easing, Ruble Down"
2015-06-15 12:37:38,"Russian Central Bank Continue Monetary Easing, Ruble Down"
2015-06-15 12:11:00,Great Britain Pound Dips as Greek Talks Fails
2015-06-15 09:24:38,Euro Higher But Struggling on Greek Drama
2015-06-13 09:57:53,US Dollar Demonstrates Softness Ahead of Important Week C
2015-06-13 01:09:49,Detrimental Fundamentals Don’t Deter Pound from Rising
2015-06-13 00:47:14,Aussie Falls After Thursday’s Gains
2015-06-13 00:10:45,NZ Dollar Ends Week with Significant Losses as RBNZ Cuts Rate
2015-06-12 20:25:19,Dollar Halts Rally Despite Supportive Fundamentals 0Uu
2015-06-10 09:09:47,"Aussies Ignores Negative Domestic Fundamentals, Still Falls vs. Yen"
2015-06-10 08:10:56,Japanese Yen Soars After Kuroda’s Comments C
2015-06-09 18:44:15,NZ Dollar Traders Near Opening Level
2015-06-09 17:52:40,Australian Dollar Falls as China’s Data Disappoints
2015-06-09 16:09:42,Australia Bounces After Poor Start of Trading
2015-06-09 10:40:47,Even Trade Data Can’t Help UK Pound
2015-06-08 22:19:17,Euro Jumps Against Other Majors Despite Concerns About EU Integrity
2015-06-08 21:29:27,Australia Bounces After Poor Start of Trading
2015-06-08 11:22:15,Loonie Loses Ground After Ending Last Week Strong 9
2015-06-08 11:16:35,Turkish Lira Sinks to Record Low After Elections
2015-06-08 10:47:37,US Dollar Lower on Profit Taking; Dollar Index Still Higher
2015-06-08 09:40:43,Yen Gains After Final Revision of Japan’s GDP 1
2015-06-07 02:50:46,Euro Ends Week Being Strongest Among Major Rivals
2015-06-05 21:38:54,Malaysian Ringgit Leads Drop of Asian Currencies
2015-06-05 20:55:35,"Sterling Drops vs. Dollar, Fares Better vs. Other Majors"
2015-06-05 17:18:30,Canadian Dollar Leaps as Employment Data Supports
2015-06-05 16:15:34,Stellar Non-Farm Payrolls Lead to Rally of US Dollar
2015-06-05 11:22:18,Euro Mixed as Greece Defers IMF Payment
2015-06-05 11:09:16,"Japanese Yen Remains Weak, Policymakers Worry About Complications"
2015-06-05 11:02:25,"Japanese Yen Remains Weak, But Policymakers Worry About Complications"
2015-06-05 00:00:08,Aussie Retains Weakness Following Thursday’s Data 81
2015-06-04 22:19:44,Dollar Firms Ahead of Non-Farm Payrolls
2015-06-04 17:09:01,Indian Rupee Weaker After Central Bank Cuts Interest Rates
2015-06-04 17:07:40,Euro Little Changed After Big Jump
2015-06-04 11:14:40,Pound Overcomes Service Data Drag
2015-06-04 10:23:50,Euro Continues to Log Gains
2015-06-03 11:17:18,Loonie Drops Back After Yesterday’s Gains
2015-06-03 10:43:33,US Dollar Regains Some Lost Ground
2015-06-03 01:34:41,Indian Rupee Weaker After Central Bank Cuts Interest Rates
2015-06-03 00:47:39,Euro Little Changed After Big Jump
2015-06-02 13:08:36,"Pound Rallies After Construction PMI, Struggles to Keep Gains"
2015-06-02 12:47:59,Australian Dollar Moves Higher After RBA Policy Statement 02
2015-06-02 11:39:07,"US Dollar Struggles, Supporting Commodities"
2015-06-01 17:37:22,"EUR Slides vs. USD, Fares Better vs. Other Majors c"
2015-05-30 17:57:07,Canadian Dollar Demonstrates Weakness During Trading Week
2015-05-29 21:57:09,Loonie Recovers After Hit from Canadian GDP
2015-05-29 21:03:03,"Dollar Drops vs. Euro, Gains for Sixth Day vs. Pound &amp; Yen"
2015-05-29 10:10:51,NZD Touches Lowest Since vs. USD
2015-05-29 09:58:42,Yen Supported by Data from Japan
2015-05-29 09:32:13,Canadian Dollar Firms by End of Thursday's Trading
2015-05-28 22:27:11,Dollar Softens After Mixed Data
2015-05-28 21:25:09,Canadian Dollar Firms by End of Thursday's Trading
2015-05-28 13:12:40,Australian Data Sinks to Lowest Since April as Data Disappoints 9
2015-05-28 12:51:56,"UK GDP Growth Gets No Revision, Pound Drops"
2015-05-28 10:57:50,US Dollar Retreats From Recent Highs
2015-05-28 10:31:10,Euro Slide Halts as Greece Claims an Agreement
2015-05-27 15:08:38,US Data Supports Upward Momentum of Dollar d
2015-05-27 15:07:12,Yen Weaker After Bank of Japan Minutes d
2015-05-27 10:53:24,Canadian Dollar Continues to Struggle
2015-05-27 10:28:48,Pound Rally Slows in Forex Trading uc
2015-05-26 22:16:45,US Data Supports Upward Momentum of Dollar d
2015-05-26 13:11:03,Yen - Biggest Loser on Forex Market During Tuesday's Trading
2015-05-26 12:28:17,"NZD Falls vs. USD, Gains on Other Majors"
2015-05-26 11:52:52,Euro Falls on Greek Debt Worries
2015-05-26 11:31:44,"Loonie Loses Ground, But Hope Appears"
2015-05-25 16:17:54,"Yen Flat vs. Dollar After Trade Data, Gains on Euro"
2015-05-25 13:56:54,Euro Drops on Spanish Election
2015-05-23 21:05:35,Dollar Ends Week with Impressive Gains
2015-05-22 12:56:15,Pound Heads to Weekly Gains Despite Friday's Drop
2015-05-22 12:19:42,Yen Stronger After BoJ Makes No Move
2015-05-21 23:11:00,Euro Shows No Bias as EU Summit in Riga Concludes C
2015-05-21 22:07:54,Poor Data &amp; Fed's Minutes Discourage Traders from Buying USD
2015-05-20 11:44:24,Westpac's Report Doesn't Support Australian Dollar
2015-05-20 11:30:39,Pound Higher After BoE Minutes
2015-05-20 10:49:30,Japanese Remains Mostly Lower After Profit Reports
2015-05-20 10:15:47,Canadian Dollar Falls as Oil Slides
2015-05-19 22:08:57,Euro Goes Lower on ECB Bond Purchases &amp; German Business Sentiment
2015-05-19 20:45:03,US Housing Data Fuels Upside Momentum of Greenback
2015-05-19 12:11:53,RBA Minutes Have Limited Impact on Australian Dollar
2015-05-19 11:51:54,Pound Slumps as Great Britain Enters Deflation
2015-05-19 10:55:32,US Dollar Strengthens on Likely Policy Divergence
2015-05-19 10:28:11,Deflation Sends the UK Pound Lower
2015-05-18 11:10:16,Rate Hike Speculation Helps Canadian Dollar
2015-05-18 10:42:12,Euro Slips Below 400 Against US Dollar
2015-05-16 15:48:52,Dollar Among Biggest Losers During Trading Week
2015-05-15 12:56:49,"Japanese Yen Falls, Attempts to Bounce"
2015-05-15 12:20:09,"Great Britain Pound Falls vs. Dollar, Retains Strength vs. Other Majors"
2015-05-15 11:03:47,"Euro Lower, But Poised for Weekly Gains"
2015-05-15 10:34:45,Aussie Pulls Back After Earlier Gains 20
2015-05-14 19:42:06,Dollar's Down Move Regains Momentum
2015-05-14 19:07:44,Decline of Crude Oil Leads to Losses for Canadian Dollar 0
2015-05-14 11:11:51,Bond Yields Continue to Help Euro
2015-05-14 10:37:48,Retail Sales Weigh on the US Dollar
2015-05-14 10:32:07,Pound Retains Strong Upward Momentum
2015-05-14 10:10:02,NZ Dollar Backs Off After Initial Rally
2015-05-13 13:54:13,New Zealand Dollar Rallies After Poor US Data
2015-05-13 11:02:06,GDP News Helps Euro
2015-05-13 10:31:14,Oil Rally Lifts Loonie Higher in Forex Trading
2015-05-12 14:33:40,New Zealand Dollar Struggles to Keep Gains 9
2015-05-12 14:14:36,Sterling Remains Strongest with Help of Positive Data
2015-05-12 10:42:48,"Low-Risk Bonds Sell Off, Sending Euro Higher"
2015-05-12 10:25:11,US Dollar Consolidates as Forex Traders Look for Direction
2015-05-11 13:14:29,Pound Stronger After BoE Refrains from Action Again
2015-05-11 12:55:45,Yuan Little Changed After Surprise Interest Rate Cut
2015-05-11 10:50:34,Employment Situation Weighs on Canadian Dollar u
2015-05-11 10:35:15,Euro Struggles as Talks About Greece Cause Jitters
2015-05-08 12:29:57,US Dollar Index Gains as Traders Await Jobs Report
2015-05-08 11:11:27,Conservative Win Propels UK Pound Higher
2015-05-07 11:21:23,"Aussie Struggles After Rate Cut, Employment Data"
2015-05-07 10:37:06,Euro Continues Run in Forex Trading
2015-05-06 10:50:34,US Dollar Continues to Struggle After Disappointing Trade Data
2015-05-06 10:22:07,Japanese Yen Mostly Weaker as Traders Await Data
2015-05-05 10:45:31,CAD Ekes Out Gains as Oil Nears $60 a Barrel
2015-05-05 10:25:46,Euro Pulls Back Even With Good News
2015-04-30 03:05:45,Dollar Stays Flat After Turbulent Trading
2015-04-29 17:47:21,Great Britain Pound Logs Gains After Economic Data
2015-04-29 16:56:55,NZ Dollar Recovers After Earlier Losses
2015-04-29 10:59:50,Loonie Weakens After Yesterday's Surge
2015-04-29 10:36:17,Euro Struggles Against Its Major Counterparts as Traders Wait for News
2015-04-28 17:52:48,Dollar Loses Ground as Consumer Confidence Turns Sour
2015-04-28 17:03:30,Yuan Climbs vs. Dollar Despite Stimulus Speculations U
2015-04-28 11:44:10,Aussie Gains Ground After US Data Release
2015-04-28 11:21:37,Euro Surges as Greece Hopes are Renewed
2015-04-28 11:04:47,Yen Attempts to Rally vs. Dollar Despite Credit Rating Cut
2015-04-28 10:06:17,"UK Economic Growth Drops Sharply, Sterling Under Pressure"
2015-04-28 04:01:04,Dollar Shows Weakness Ahead of Fed Meeting c
2015-04-28 00:46:56,"Euro Attempts to Rally, Fails"
2015-04-27 16:11:41,Pound Recovers After Poor Start of Week
2015-04-27 15:56:01,NZ Dollar Gains During Monday
2015-04-27 10:54:16,Japanese Yen Trades Mixed After BOJ Announcement
2015-04-27 10:35:36,Canadian Dollar Gains Ground Against Major Currencies
2015-04-25 14:21:03,"Dollar Ends Week Mixed, Remaining Weakest Currency in April"
2015-04-25 01:51:41,"EUR Ends Friday Higher vs. USD, Lower vs. GBP &amp; JPY"
2015-04-24 19:06:11,China's Central Bank Sets Yuan Higher vs. Dollar 1
2015-04-24 12:45:40,Pound Rallies Against Peers
2015-04-24 11:31:27,US Dollar Continues Its Slump
2015-04-24 11:10:37,"Mexican Peso Drops, Some Investors Remain Bullish"
2015-04-23 22:39:56,"Aussie Pares Losses vs. Greenback &amp; Yen, Remains Soft vs. Euro DD"
2015-04-23 15:03:11,Swiss Franc Recovers from Yesterday's Shock
2015-04-23 13:53:05,Interest Rate Speculations Send NZ Dollar Tumbling
2015-04-23 11:46:13,"Euro Remains Mostly Higher, Even After Disappointing PMIs 0"
2015-04-23 11:18:13,Dollar Index Slips as Forex Traders Reset
2015-04-22 21:05:39,Pound Leaps After BoE Releases Policy Minutes
2015-04-21 19:37:04,"Australian Dollar Falls After RBA Minutes, Drop Limited"
2015-04-21 16:49:20,Fundamental Factors Negative for Canadian Dollar
2015-04-21 10:50:51,Euro Falls as Concerns About Greece Continue
2015-04-20 15:47:55,NZ Dollar Unable to Rally
2015-04-20 11:06:33,Chinese Stimulus Helps Australian Dollar
2015-04-20 10:42:39,UK Elections Impact Pound in Forex Trading
2015-04-18 19:21:42,Dollar - Biggest Loser on FX Market During Trading Week
2015-04-17 19:31:10,"New post: Canadian Dollar Unable to Maintain Gains, Moves Below Opening"
2015-04-17 18:44:40,Post Edited: Euro Struggles to Keep Upward Momentum
2015-04-17 18:05:35,New post: Euro Struggles to Keep Upward Momentum
2015-04-16 22:44:02,New post: Poor US Data &amp; Rising Crude Oil Prices Fuel Gains of CAD
2015-04-16 21:31:24,Post Edited: Dollar Under Pressure from Weak Economic Data
2015-04-15 16:26:07,Post Edited: Canadian Dollar Gains as BoC Puts Interest Rates on Hold D
2015-04-15 14:49:19,"New post: Australian Dollar Drops, Attempts to Pare Losses d"
2015-04-15 13:45:43,New post: Euro Unsteady in Choppy Trading
2015-04-14 11:36:36,Post Edited: Yen Rallies to Highest Since vs. Euro
2015-04-14 11:17:32,Post Edited: Dollar Index Pulls Back After Encountering Resistance
2015-04-14 10:51:28,New post: Pound Loses Steam as Consumer Inflation Remains Absent dC
2015-04-14 10:22:03,Post Edited: Sterling Retains Monday's Gains vs. Dollar
2015-04-14 01:27:14,Post Edited: Euro Continues Depreciation
2015-04-14 01:25:39,New post: Sterling Retains Monday's Gains vs. Dollar
2015-04-13 22:21:41,Post Edited: Euro Continues to Depreciate
2015-04-13 14:39:23,New post: Yen Rallies After Positive Data &amp; Comments from BoJ Chief
2015-04-13 13:18:39,Post Edited: Yuan Drops as Trade Surplus Shrinks
2015-04-13 11:33:55,New post: Aussie Pulls Back After Chinese Data
2015-04-13 10:52:40,Post Edited: Euro Loses Ground After Greece Fails to Offer Reforms
2015-04-11 14:39:52,Post Edited: Dollar Regains Strength During Trading Week
2015-04-11 13:43:55,Post Edited: Economic Reports from Canada Help Loonie
2015-04-10 22:36:56,New post: Economic Reports from Canada Helps Loonie u
2015-04-10 19:21:21,Post Edited: GBP/USD Hits Lowest Since June
2015-04-10 19:15:18,New post: GBP/USD Hits Lowest Since June
2015-04-10 16:48:00,Post Edited: Data from Australia &amp; China Unfavorable to Aussie
2015-04-10 16:47:26,New post: Data from Australia &amp; China Unfavorable to Aussie
2015-04-10 15:56:51,Post Edited: Yuan Falls as Producer Prices Remain in Deflation
2015-04-10 12:52:31,New post: Japanese Yen Retains Gains as BOJ Keeps Asset Program Steady
2015-04-10 12:25:17,New post: Dollar Index Continues Climb Toward
2015-04-10 02:06:05,Post Edited: Great Britain Pound Retains Weakness vs. Dollar &amp; Yen
2015-04-10 02:04:55,New post: Great Britain Pound Retains Weakness vs. Dollar &amp; Yen
2015-04-10 00:38:07,Post Edited: Greece Remains Hurdle to Euro
2015-04-09 15:06:12,Post Edited: NZ Dollar Follows Aussie in Rally C
2015-04-09 12:34:06,New post: NZ Dollar Follows Aussie in Rally C
2015-04-09 12:19:27,New post: Oil Helps Canadian Dollar in Forex Trading
2015-04-09 12:14:58,New post: Australian Dollar Gets Boost from Fundamentals
2015-04-09 12:06:18,"Post Edited: Euro Loses Ground, Knocked Out by Dollar"
2015-04-09 12:05:18,Post Edited: Dollar Bounces After Fed Minutes
2015-04-09 11:21:05,New post: UK Pound Pulls Back After Yesterday's M&amp;A Fueled Surge
2015-04-08 23:45:47,"Post Edited: Euro Loses Ground, Knocked Out by Dollar"
2015-04-08 21:12:28,Post Edited: Dollar Bounces After Fed Minutes
2015-04-08 12:56:12,Post Edited: NZ Dollar Gains Ahead of Fed Minutes
2015-04-08 09:21:47,"Post Edited: Yen Rallies vs. Dollar, Unable to Gain on Other Peers"
2015-04-08 08:59:37,Post Edited: Indian Rupee Stronger After RBI Policy Meeting
2015-04-08 01:24:00,New post: Indian Rupee Stronger After RBI Policy Meeting
2015-04-07 23:00:39,New post: Dollar Doesn't Give Up
2015-04-07 22:13:43,Post Edited: Australian Dollar Surges After RBA Refrains from Action C
2015-04-07 13:16:15,NZ Dollar Mixed amid Rebalancing D
2015-04-07 11:23:05,Canadian Dollar Continues to Log Gains
2015-04-07 10:53:47,UK Services Data Helps Pound in Forex Trading
2015-04-06 19:08:49,Euro Retreats After Rally vs. Dollar
2015-04-04 17:10:37,Trading Week Ends on Sour Note for Dollar
2015-04-03 20:20:02,Weak Non-Farm Payrolls Hurt US Dollar
2015-04-03 14:18:38,"Euro Benefits From Low Volume, Profit Taking"
2015-04-02 13:43:49,NZ Dollar Demonstrates Strength vs. Rivals d
2015-04-02 13:04:22,Australian Dollar Sinks with Prices for Iron Ore
2015-04-02 00:33:11,Lackluster US Economic Indicators End Dollar's Rally
2015-03-31 20:28:58,"Canada's GDP Shrinks, Canadian Dollar Unfazed"
2015-03-31 16:03:50,Great Britain Pound Gets Lift from Positive Revision to GDP
2015-03-31 15:39:49,"Australian Dollar Under Pressure, Attempts to Fight"
2015-03-30 23:04:46,"Euro Falls vs. Dollar, Resilient vs. Other Majors"
2015-03-30 22:16:25,Dollar Has Bullish Setup Ahead of NFP
2015-03-30 12:37:18,Yen Falls with Japan's Industrial Production
2015-03-28 15:08:12,Dollar Fights Downside Pressure
2015-03-27 22:59:16,Euro Ends Session Almost Flat After Volatile Trading
2015-03-27 19:35:12,"Dollar Falls, Heads to Weekly Losses"
2015-03-27 11:26:49,Aussie Mostly Lower as Gold Prices Drop
2015-03-26 18:53:01,Dollar Attempts Recovery
2015-03-26 12:58:22,NZ Dollar Endangered by US Data &amp; Market Sentiment
2015-03-26 11:23:31,"Pound Rallies vs. Dollar, Unable to Beat Other Currencies"
2015-03-26 10:59:27,Loonie Surges Along With Oil
2015-03-25 14:50:11,"Aussie Flat vs. Greenback, Retains Losses vs. Other Rivals"
2015-03-25 13:54:01,NZ Dollar Bounce During European Session U9
2015-03-25 11:03:02,US Dollar Falls After Earlier Rally
2015-03-24 20:08:03,Euro Retreats After Positive Reports from the United States
2015-03-24 10:49:34,Higher Oil Helps Canadian Dollar
2015-03-24 10:32:37,US Dollar Falls as Rate Hike is Pushed Back
2015-03-23 20:53:20,What Future Holds for Euro After Fed-Inspired Rally?
2015-03-23 11:44:58,Australian Dollar Continues to Move Higher
2015-03-23 11:04:55,Deflation Fears Hold UK Pound Back
2015-03-23 10:41:55,Euro Adds More Gains
2015-03-21 12:23:18,Dollar Ends Its Long Stretch of Weekly Gains
2015-03-20 20:08:16,Dollar Broadly Lower During Friday's Trading
2015-03-20 19:21:24,CAD-Crosses Demonstrate Mixed Performance
2015-03-20 13:50:55,Positive Market Sentiment Results in Yen Sell-Off
2015-03-20 11:03:53,German Data Helps Euro in Currency Trading
2015-03-19 12:51:30,Performance of Swiss Franc Mixed After SNB Policy Meeting
2015-03-19 11:00:15,Aussie Falls Back After Earlier Leap uU
2015-03-19 10:38:30,Japanese Yen Gains Ground After Ert Report
2015-03-18 19:54:24,Dollar Tumbles After Fed Drops Phrase 'Patience'
2015-03-18 13:34:30,Loonie Continues Its Fall Against the Greenback
2015-03-18 12:26:38,NZ Dollar Pares Losses But Remains Vulnerable
2015-03-18 11:09:41,US Dollar Mixed; Dollar Index Lower
2015-03-18 11:07:40,Sterling Loses Support from Interest Rate Hike Eectations
2015-03-17 13:39:48,Aussie Falls as RBA Minutes Mention Probability of Interest Rate Cut
2015-03-17 11:05:51,Euro receives near-term support
2015-03-16 19:01:56,"Canadian Dollar Rises a Little, Unable to Beat Euro 0"
2015-03-16 17:50:11,Dollar Comes Under Selling Pressure Ahead of Fed
2015-03-16 11:44:42,Li Keqiang's Remarks Drive Yuan Lower
2015-03-16 10:55:46,UK Pound Recovers Some of Last Week's Losses
2015-03-16 10:33:50,Euro Rebounds Against Major Counterparts
2015-03-16 10:19:06,"Swiss Franc Falls vs. Euro, Gains on Dollar"
2015-03-13 22:12:23,"Bank of Russia Cuts Key Rate, Sending Ruble Down"
2015-03-13 15:13:05,"Yen Gains Against Major, Except for Dollar"
2015-03-13 14:41:10,Pound Drops After Carney's Comments
2015-03-13 11:00:00,Canadian Dollar Struggles Along With Oil
2015-03-13 10:39:32,US Dollar Resumes Its Rally
2015-03-12 17:53:23,Thai Baht Lower After Central Bank Cuts Borrowing Costs
2015-03-12 17:05:33,Won Gains Even as Bank of Korea Cuts Base Rate
2015-03-12 10:50:09,"Euro Takes a Breather, Gains Against Majors"
2015-03-12 10:32:09,Dollar Index Lower After Touching
2015-03-12 10:09:16,Positive Employment Data Leads to Massive Gains for AUD
2015-03-11 22:55:40,Euro Dives to New Multi-Year Lows
2015-03-11 21:40:14,NZ Dollar Rebound After RBNZ Stays Put C
2015-03-11 13:30:11,"Australian Dollar Fails to Bounce, Plenty of Reasons to Extend Decline"
2015-03-11 12:15:19,"UK Production Output Disappoints, Sterling Unfazed"
2015-03-11 11:03:50,"Loonie Gains Against European Currencies, Loses to Greenback"
2015-03-11 10:44:54,US Dollar Continues to Surge
2015-03-10 15:11:25,NZ Dollar Lower Ahead of RBNZ Policy Statement
2015-03-10 14:24:48,Euro Continues to Lose Ground to Major Currencies
2015-03-10 13:48:17,UK Pound Trades Mostly Lower - But Higher Against Euro
2015-03-10 12:55:45,Yuan Flat After Mixed China's Economic Data 0c
2015-03-09 22:49:18,Japanese Yen Reverses Friday's Gains
2015-03-09 19:55:53,"Euro Bounces vs. Dollar, Analysts Still Skeptical"
2015-03-09 13:07:05,NZ Dollar Unable to Post Gains
2015-03-09 12:43:48,Aussie Gains Despite Data from China
2015-03-06 16:06:22,"Canadian Dollar Drops vs. Greenback, Fares Better vs. Other Currencies"
2015-03-06 12:21:46,UK Pound Continues to Struggle After BOE Meeting 1
2015-03-05 16:50:25,US Dollar Continues to Surge
2015-03-05 14:36:07,Yen Remains Extremely Weak but Gains on Euro
2015-03-05 14:01:32,"BoE Provides No Surprises, GBP Higher vs. JPY, Lower vs. USD"
2015-03-04 20:52:25,"Poland's Central Bank Cuts Interest Rates, Zloty Weakens vs. Dollar C"
2015-03-04 14:47:47,"Eurozone Economy Improves, But Euro Still Struggles 2"
2015-03-04 11:11:21,US Dollar Continues Its Climb
2015-03-03 17:10:39,Aussie Trades Higher After RBA Refrains from Action
2015-03-03 16:09:17,Growing Canadian Economy Makes CAD Stronger
2015-03-03 11:41:00,Euro Loses Ground to Majors U
2015-03-02 19:16:10,Positive Trade Data Doesn't Support NZ Dollar
2015-03-02 18:14:55,Aussie Weak Ahead of RBA Decision Dc
2015-03-02 13:29:57,Japanese Yen Mostly Lower After Chinese Rate Cut Announcement
2015-03-02 12:51:37,UK Pound Struggles at the Beginning of a Data-Heavy Week
2015-02-27 11:48:06,Euro Heads Higher For Now
2015-02-26 21:33:13,Rising CPI Doesn't Help Canadian Dollar
2015-02-26 11:11:34,Australian Dollar Reverses Thursday's Losses
2015-02-26 00:01:15,"Pound Remains Strong, Supported by Positive Data"
2015-02-25 21:50:35,Lower Chances for Interest Rate Cut Mean Stronger CAD
2015-02-25 11:35:03,US dollar Continues to Struggle After Yesterday's Remarks From Yellen
2015-02-24 12:59:34,NZ Dollar Fails to Rally due to Inflation Eectations 8
2015-02-24 11:45:56,UK Pound Struggles with Speculation on Political Outcomes
2015-02-23 09:45:00,Japanese Yen Stable After Bank of Japan Minutes D
2015-02-20 22:17:59,Dollar Ends Trading Mixed After Greek Debt Agreement
2015-02-20 18:56:38,Euro Bounces After Reports About Greek Bailout Agreement
2015-02-20 11:36:18,Canadian Dollar Bounces Back After Earlier Losses
2015-02-19 11:35:23,"Yen Weakness Continues, Even After Deficit News 0"
2015-02-18 17:22:20,Unemployment Data Makes Great Britain Pound Stronger 0
2015-02-17 13:28:09,US Dollar Trades Mixed as Dollar Index Falls
2015-02-17 12:37:23,Euro Recovers Earlier Losses on Hopes for Greek Talks D
2015-02-16 17:12:00,Australian Dollar Hurt by Lackluster Motor Vehicle Sales
2015-02-16 16:39:25,NZ Dollar Gains on Positive Retail Sales Data
2015-02-16 12:29:30,Japanese Yen Gains After GDP Report
2015-02-16 11:46:06,Could China Devalue the Yuan? 0
2015-02-14 21:11:09,Sterling Shows Strength vs. Dollar for Third Week 8u
2015-02-13 18:06:16,Canadian Dollar Gains for Second Day
2015-02-13 11:38:39,Eurozone Growth Helps the Euro in Forex Trading C
2015-02-12 21:35:03,Sweden Joins 'Negative Interest Rates Club'
2015-02-12 17:54:28,New Zealand Dollar Shows Resilience in Face of Poor Data
2015-02-12 17:16:25,"Aussie Gains on Greenback, Fails vs. Yen"
2015-02-12 11:35:05,US Dollar Heads Lower After Earlier Surge
2015-02-11 22:12:57,Canadian Dollar Attempts to Hold Ground Despite Falling Oil C
2015-02-11 11:42:21,Euro Mostly Lower Against Majors as EU Leaders Meet
2015-02-10 20:49:14,Japanese Yen Finds No Support from Risk-Negative Sentiment
2015-02-10 14:15:00,"GBP Steady vs. USD, Rallies vs. JPY 0"
2015-02-10 13:33:19,"Aussie Extends Rally vs. Yen, Drops vs. Greenback c"
2015-02-10 12:50:40,US Dollar Index Heads Higher as Greek Drama Continues
2015-02-10 12:27:23,Swiss Franc Drops in Forex Trading
2015-02-09 15:14:48,Yuan Weakens After Chinese Trade Data
2015-02-09 11:37:56,Euro Struggles to Move Higher Against Other Majors
2015-02-07 16:43:57,Mixed Week for US Dollar
2015-02-06 15:52:37,Excellent Employment Report Makes Canadian Dollar Stronger
2015-02-05 19:53:31,Dollar Broadly Lower After Mixed US Data
2015-02-05 19:08:46,Swiss Franc Trades in Tight Range
2015-02-05 13:05:23,Australian Dollar Resilient in Face of Negative Fundamentals 8
2015-02-05 12:43:28,Pound Stronger as Bank of England Makes No Move Uc
2015-02-05 11:39:56,Euro Higher After Volatile Trading
2015-02-04 19:01:39,Canadian Dollar Pares Tuesday's Gains
2015-02-04 17:57:24,Yet Another Positive PMI Report Supports Sterling 8
2015-02-04 11:55:52,US Dollar Index Pushes Higher 8
2015-02-04 11:47:02,New Zealand Dollar Gains on Employment &amp; Wheeler's Comments 8
2015-02-04 11:18:52,Japanese Yen Holds on to Some of Its Gains
2015-02-03 17:50:02,Plenty of Reasons for Canadian Dollar to Rally
2015-02-03 13:12:21,Great Britain Pound Bounces as UK Construction PMI Rises
2015-02-03 12:01:35,US Dollar Drops After Disappointing Data
2015-02-03 11:23:48,Aussie Tanks on RBA Cut
2015-02-02 17:09:06,Sterling Unable to Keep Gains
2015-02-02 16:52:05,Yuan Declines as China's Manufacturing Contracts
2015-02-02 11:33:30,Euro Holds Its Own After PMI Data
2015-01-30 18:23:28,Aussie Mixed as Data Matches Eectations
2015-01-30 14:43:17,New Lows for Canadian Dollar
2015-01-30 14:19:32,"Bank of Russia Makes Surprise Interest Rate Cut, Ruble Sinks"
2015-01-29 12:13:33,Aussie Falls to Lowest since vs. US Dollar
2015-01-29 11:41:33,Euro Regains Upper Hand in Currency Trading
2015-01-28 22:27:19,Dovish RBNZ Statement Sends NZ Dollar Down
2015-01-28 20:24:11,Dollar Rises Even as Fed Talks About Patience
2015-01-27 14:35:29,"Pound Drops After GDP Disappoints, Resilient vs. Dollar"
2015-01-27 13:40:03,Swiss Franc Rebounds After Drop on Intervention Speculations
2015-01-27 12:55:23,Greenback Continues to Pull Back
2015-01-26 16:46:11,Brazilian Real Drops as Growth Outlook Worsens
2015-01-24 10:05:23,Week of ECB -- Week of Suffering for Euro
2015-01-23 13:27:17,Brazilian Real Heads to Weekly Gains Despite Daily Losses
2015-01-23 12:48:33,"GBP Highest Since vs. EUR, Weakest Since vs. USD"
2015-01-23 11:37:05,Loonie Remains Down Against Greenback
2015-01-22 15:05:47,NZ Dollar Extends Decline for Third Session
2015-01-22 14:37:38,Brazilian Real Climbs as Central Bank Continues Monetary Tightening
2015-01-22 14:14:31,Euro Down After ECB Announces Eansion of QE
2015-01-21 20:04:11,"Bank of Canada Shocks Market Cutting Main Interest Rate, CAD Sinks"
