publish_date,headline_text
2016-06-20 08:28:45,"Australian Dollar Opens Sharply Higher, Moves Further Up"
2016-06-17 09:41:16,New Zealand Dollar Gets Little Help from GDP Data 0d
2016-06-16 23:32:15,Australian Dollar Weak Despite Supportive Employment Data
2016-06-16 12:05:18,"Swiss Franc Falls vs. Dollar, Flat vs. Euro"
2016-06-15 23:02:11,Canadian Dollar Doesn’t Join Rally vs. US Dollar
2016-06-15 21:57:29,Dollar Trades Lower After Fed Makes Policy Announcement
2016-06-15 08:36:28,Australian Dollar Rises in Spite of Economic Data 8
2016-06-15 08:24:53,NZ Dollar Up as Current Account Turns Positive
2016-06-14 23:30:46,"Dollar Stronger amid Fears, Yen &amp; Swissie Hold Ground 88"
2016-06-14 16:30:32,Australian Dollar Touched Four-Year Low vs. Yen
2016-06-14 02:30:44,Canadian Dollar Attempts to Recover After Falling on Monday
2016-06-13 14:11:33,US Dollar Pulls Back on Uncertainty
2016-06-09 00:33:36,Canadian Dollar Heads for Fifth Day of Gains vs. US Dollar 1
2016-06-08 22:23:23,New Zealand Dollar Soars After RBNZ Keeps Rates on Hold
2016-06-04 16:21:53,Dollar Sinks Against Most Currencies by Weekend
2016-06-03 20:38:03,"South Africa Keeps Investment Grade, USD/ZAR Dips u"
2016-06-03 13:42:08,NFP Beyond Awful — Dollar Crashes
2016-05-30 18:55:25,"CAD Falls vs. USD &amp; EUR, Gains on JPY"
2016-05-30 18:09:54,Dollar Index Edges Higher Following Friday’s Comments from Yellen
2016-05-30 10:59:47,"AUD Rebounds vs. USD, Shrugging Off Poor Fundamentals"
2016-05-28 15:13:33,Dollar Ends Week Strong as Fed Hike Speculations Persist
2016-05-26 14:49:16,Greenback Trades Lower as Dollar Index Falls
2016-05-26 14:02:21,Australian Dollar Bounces After Falling Intraday 0
2016-05-26 13:45:24,Canadian Dollar Gains as Oil Tops $50 a Barrel
2016-05-26 13:42:44,"Pound Falls vs. Rivals, Remains Steady vs. Dollar"
2016-05-25 18:12:59,NZ Dollar Higher with Help from Domestic Data &amp; Crude Oil
2016-05-24 14:21:51,"Dollar Index Higher, But Gains Tempered by Sterling"
2016-05-24 12:23:52,Interest Rate Cut Talks Weigh on Australian Dollar
2016-05-23 18:56:31,Canadian Dollar Kicks Off Week with Decline
2016-05-23 14:34:49,Dollar Index Higher on Fed Rate Hike Speculation
2016-05-23 12:33:12,"NZD Struggles to Keep Rally vs. USD, Falls vs. JPY"
2016-05-21 18:23:42,US Dollar Ends Week Strong with Help from Fed Minutes
2016-05-20 15:38:09,Dollar Higher amid Summer Hike Talks 8
2016-05-18 14:39:08,"Euro Loses Ground Against Dollar, Pound"
2016-05-18 10:57:06,Kiwi Lower on New Zealand Data &amp; US Dollar Rally
2016-05-18 10:16:17,Australian Dollar Retreats as Wage Inflation Misses Eectations
2016-05-16 13:14:15,Australian Dollar Rises as Australian Data Fails to Lead Markets
2016-05-14 17:11:08,Dollar Broadly Higher amid Tightening Speculations
2016-05-13 13:30:45,US Dollar Gains After Retail Sales Data D
2016-05-13 10:44:38,Australian Dollar Weaker amid Interest Rate Cut Speculations
2016-05-11 12:52:44,Australian Dollar Mixed After Economic Data
2016-05-10 14:04:06,Australian Dollar Rises on China’s Data
2016-05-07 11:33:14,NFP Don’t Prevent US Dollar from Rising
2016-05-06 14:22:10,Australian Dollar Slumps After RBA Policy Statement
2016-05-06 12:55:52,Dollar Weakens as Employment Growth Misses Eectations d
2016-05-05 11:40:56,Pound Soft vs. Dollar After Another Disappointing Report
2016-05-05 10:07:07,Australian Dollar Overcomes Impact of RBA Cut
2016-05-04 14:08:43,Risk Aversion Limits Losses to US Dollar
2016-05-04 12:31:49,Pound Little Changed vs. Dollar &amp; Yen After Construction PMI 00
2016-05-04 12:14:36,"NZ Dollar Down After Employment Data, Fall Limited"
2016-05-03 20:06:41,Canadian Dollar Tumbles amid Crude Oil Sell-Off
2016-05-03 11:07:35,Australian Dollar Sinks Over % After RBA Makes Surprise Cut c
2016-05-02 14:27:59,Euro Hits the $1.15 Level Against the Dollar
2016-05-02 12:43:31,Australian Dollar Gains vs. Major Peers
2016-04-27 14:41:01,Higher Oil Prices Help Canadian Dollar
2016-04-27 08:36:11,Australian Dollar Sinks After CPI Disappoints
2016-04-25 13:42:47,US Dollar Slightly Lower Ahead of Fed Meeting
2016-04-22 14:03:11,Oil Gives Canadian Dollar a Bump u
2016-04-22 09:01:12,Australian Dollar Gains amid Confused Market Sentiment
2016-04-22 08:35:58,Yen Sinks amid Stimulus Speculations
2016-04-20 18:32:40,"Pound Falls vs. Dollar, Holds Ground vs. Other Majors"
2016-04-19 20:45:45,US Dollar Feels Pressure from Domestic Data &amp; Market Sentiment
2016-04-19 16:39:21,Australian Dollar Gains After RBA Minutes &amp; Oil Rally
2016-04-18 13:43:38,NZ Dollar Rises as Inflation Surprises Positively
2016-04-16 16:18:17,Dollar Encounters Troubles with Moving Higher C
2016-04-15 13:42:53,Could Euro Reach Parity With US Dollar by Year’s End?
2016-04-15 12:47:59,Australian Dollar Backs Off After Failed Rally
2016-04-14 22:28:11,US Dollar Keeps Strength After Mixed Data
2016-04-14 14:31:29,Australian Dollar Gets Help from Employment Data
2016-04-13 20:56:25,US Dollar Stages Rally amid Positive Market Sentiment
2016-04-13 16:11:50,Canadian Dollar Firms After BoC Meeting
2016-04-13 15:36:39,"AUD Retreats vs. USD, Keeps Gains vs. EUR"
2016-04-12 19:55:31,Huge Gains of Crude Oil Benefit Canadian Dollar 9D
2016-04-11 23:35:13,Dollar Soft amid Dovish Outlook for Fed Policy
2016-04-11 13:50:09,USD/JPY Bounces from Lowest in Months
2016-04-11 13:29:30,Australian Dollar Starts Week with Gains
2016-04-08 20:00:08,Canadian Dollar Gains on Crude Oil Rally &amp; Employment Data
2016-04-07 13:49:18,"US Dollar Steady Against Euro and Pound, Down Against Yen"
2016-04-06 13:23:00,Australian Dollar Benefits from China’s Data
2016-04-05 21:50:02,"Canadian Dollar Slides, Attempts to Rebound"
2016-04-05 14:07:49,Dollar Index Gains as Traders Shun Riskier Assets
2016-04-05 13:00:35,Australian Dollar Suffers from Surprisingly Poor Economic Data
2016-04-04 16:37:13,Dollar Meanders Without Trend
2016-04-04 13:49:09,Euro Upside Continues Against US Dollar
2016-04-04 11:13:04,Dollar Lies in Waiting for Further Monetary Policy Indications
2016-04-02 13:41:26,"US Dollar Start Week with Positivity, Ends Negative"
2016-04-01 13:27:13,"US Dollar Index Higher, Even as Greenback Trades Mixed"
2016-03-31 16:23:28,Canadian Dollar Fails to Maintain Rally vs. US Dollar
2016-03-31 10:04:48,"NZ Dollar Bounces After Drop, Struggles to Rise Above Opening Rate"
2016-03-30 14:06:59,Fallout From Yellen Continues to Weigh on Dollar C
2016-03-29 21:52:29,"CAD Rallies vs. USD, Less Successful Against Other Majors"
2016-03-29 19:49:38,"Euro Rallies vs. Dollar &amp; Yen, Flat vs. Pound"
2016-03-29 15:14:08,China Sets Higher Midpoint for Yuan Against Dollar
2016-03-29 13:52:34,Soft Data and Rate Hike Eectations Send Dollar Lower
2016-03-26 14:43:52,US Dollar Ends Week with Gains as Traders Flock to Safety
2016-03-24 16:50:19,Dollar Struggles to Maintain Rally
2016-03-24 16:38:35,Canadian Dollar Continues to Struggle as Oil Prices Drop
2016-03-23 17:44:52,Dollar Goes Higher as Fed Members Talk About April Rate Hike
2016-03-23 10:32:02,Pound Continues to Move Lower Against Dollar
2016-03-21 16:35:06,NZ Dollar Weak on Monday
2016-03-21 12:15:58,Outlook for Dollar Unclear
2016-03-21 10:37:22,Australian Dollar Recovers from Initial Losses
2016-03-19 13:50:14,Less Hawkish Fed Makes Week Miserable for Dollar
2016-03-18 14:51:15,Dollar Index Recovers Slightly From Low
2016-03-16 22:54:51,Canadian Dollar Surges After Fed
2016-03-16 22:00:49,Dollar Crashes as Fed Lowers Interest Rate Eectations
2016-03-16 10:14:07,"NZD Flat vs. USD, Higher vs. JPY"
2016-03-14 15:22:10,NZ Dollar Follows Australian Peer in Decline
2016-03-14 15:02:10,Australian Dollar Trades Lower
2016-03-14 13:45:31,"Yen Higher on Safe Haven Demand, But More Stimulus Could Come"
2016-03-11 21:24:22,NZ Dollar Joins Other Commodity Currencies in Rally
2016-03-11 19:42:46,Dollar Mixed as Markets Feel Secure C
2016-03-11 16:45:19,Canadian Dollar Withstands Impact of Poor Employment Report
2016-03-10 01:20:14,"Bank of Canada Holds, Makes Canadian Dollar Stronger"
2016-03-09 13:58:02,"Pound Rises vs. Euro, Loses Gains vs. Dollar"
2016-03-09 13:05:58,Australian Dollar Weathers Impact of Negative Fundamentals D
2016-03-07 18:13:41,Canadian Dollar Near Highest Since November vs. US Dollar
2016-03-07 17:10:29,Dollar Fails to Rally Against Euro &amp; Pound
2016-03-07 13:06:40,Yen Firmer as Kuroda Downplays Stimulus Prospects
2016-02-08 23:53:26,Dollar Struggles as Fed Monetary Tightening in Question 2
2016-02-08 23:11:15,Canadian Dollar Fails to Hold onto Gains
2016-02-07 18:16:21,"Pound Hurt by Policy Outlook, Manages to End Week Higher vs. Dollar"
2016-02-06 22:10:53,"Pound Hurt Policy Outlook, Manages to End Week Higher vs. Dollar"
2016-02-05 16:27:20,Economic Data Helps US Dollar
2016-02-05 09:19:35,Australian Dollar Pauses to Decide Where to Go Next
2016-02-05 09:17:28,Dollar Weakened by Economic Data &amp; Dovish Comments
2016-02-05 01:42:34,Australian Dollar Pause to Decide Where to Go Next
2016-02-04 23:42:12,Dollar Weakened by Economic Data &amp; Dovish Comments
2016-02-04 14:53:36,Oil Rally Helps Canadian Dollar Against Other Currencies
2016-02-03 15:02:04,"Euro Down on Factory Data, Except Against the Dollar"
2016-02-03 14:08:25,New Zealand Dollar Gets Help of Employment Data d
2016-02-01 23:58:23,Canadian Dollar Withstands Negative Impact of Falling Oil Prices c
2016-02-01 15:07:49,US Dollar Index Heads Lower on Fed Speculation
2016-01-29 20:51:41,Crude Oil Remains Friend to Canadian Dollar
2016-01-29 16:21:03,NZ Dollar Follows Performance of Australian Dollar
2016-01-29 15:55:22,"Australian Dollar Higher vs. Majors, Unable to Beat US Dollar"
2016-01-29 15:13:50,Focus on Brexit Overshadows UK Economy
2016-01-28 22:45:43,Soaring Crude Oil Prices Benefit Canadian Dollar
2016-01-28 22:11:23,"US Data Doesn’t Look Good, Dollar Lower vs. Most Currencies"
2016-01-28 15:12:08,"Eurozone Confidence Drops, But Euro Remains Higher Against Dollar"
2016-01-28 01:46:04,NZ Dollar Drops as RBNZ Leaves Doors Open to Interest Rate Cuts
2016-01-27 23:08:56,Dollar Mixed After Fed Concludes Policy Meeting
2016-01-27 15:15:27,US Dollar Trades Mixed Ahead of Fed Announcement
2016-01-27 14:03:39,"NZ Dollar Higher, Waiting for Fed &amp; RBNZ Meetings"
2016-01-25 13:23:38,"NZ Dollar Fails to Rally, Dragged Down by Crude Oil"
2016-01-22 20:59:06,"Dollar Higher vs. Euro &amp; Yen, Mixed vs. Other Majors"
2016-01-22 01:34:02,US Dollar Rallies on Divergent Monetary Policies of Major Central Banks d
2016-01-20 21:59:23,NZ Dollar Bounces from Daily Lows
2016-01-20 19:47:53,Canadian Dollar Bounces from -Year Low vs. US Dollar C
2016-01-20 12:42:03,Yuan Lower vs. Dollar as Fears Return to Forex Market
2016-01-18 23:07:17,New Zealand Dollar Higher Ahead of Tuesday’s Economic Releases U
2016-01-18 21:54:37,Canadian Dollar Weakens Ahead of BoC Policy Meeting
2016-01-18 15:22:10,Dollar Index Moves Above 0
2016-01-18 12:24:07,"China Brings Good News, Australian Dollar Higher"
2016-01-16 12:45:47,Yen Profits from Safe Haven Status During Second Trading Week of
2016-01-15 18:58:11,Risk Aversion &amp; Poor US Data Leave Dollar Mixed c
2016-01-14 10:42:59,Australian Dollar Fails to Rally on Employment Data
2016-01-13 15:12:58,US Dollar Continues to Gain Ground as Uncertainty Remains
2016-01-13 12:57:37,Australian Dollar Firms with Market Sentiment
2016-01-12 12:47:21,"Soft Data Drives Sterling Lower, GBP/USD at Multi-Year Low"
2016-01-11 16:23:01,Canadian Dollar Struggles to Keep Gains
2016-01-11 10:30:35,NZ Dollar Fights to Bounce amid Adverse Fundamentals
2016-01-09 18:56:37,Risk Aversion Secures Gains of USD vs. Most Other Currencies
2016-01-07 14:22:19,UK Pound Continues to Soften Against Dollar and Euro
2016-01-07 10:08:56,Australian Dollar Moves Further Down
2016-01-06 21:30:15,Tumbling Crude Oil Prices Drag Canadian Dollar Along
2016-01-06 20:56:59,"Dollar Drops vs. Euro &amp; Yen, Retains Gains vs. Other Majors"
2016-01-06 04:14:30,CAD Falls to Record Low Since vs. USD
2016-01-06 03:03:51,NZ Dollar Hurt by News from New Zealand &amp; Abroad
2016-01-06 02:41:51,Australian Dollar Logs Small Gains
2016-01-05 14:16:30,US Dollar Index Rises as Risk Aversion Continues U
2016-01-05 03:25:32,Australian Dollar Logs Small Gains
2016-01-05 02:17:11,Dollar Starts Week with Gains amid Pessimistic Sentiment
2016-01-04 13:13:09,"Great Britain Pound Holds onto Gains vs. Dollar, Lower vs. Yen"
2015-12-26 15:15:00,Dollar Moves Lower During Week’s Thin Trade D
2015-12-24 14:38:49,South Korean Won Gains on Dollar &amp; Euro
2015-12-24 14:26:16,Euro Ends Three-Day Rally vs. Dollar &amp; Yen
2015-12-24 00:15:45,Euro Ends Three-Day Rally vs. Dollar &amp; Yen
2015-12-23 22:05:40,CAD Gains for Second Day vs. USD &amp; JPY
2015-12-23 14:57:10,NZ Dollar Edges Lower Despite Supportive Data
2015-12-23 01:05:17,Fed Hike Fails to Propel Dollar Higher
2015-12-22 03:54:35,Fed Hike Fails to Propel Dollar Higher
2015-12-21 14:01:51,NZ Dollar Gains as Economic Data Helps
2015-12-19 14:38:20,"US Dollar Ends Week of Fed Lift-Off with Gains, Future Unclear"
2015-12-19 01:13:18,Canadian Dollar Continues to Follow Crude Oil Prices Down
2015-12-18 14:43:46,"NZD Demonstrates Limited Rally vs. USD, Drops vs. JPY"
2015-12-17 00:50:19,Dollar Rallies After Fed Hikes Rates for First Time Since
2015-12-16 14:49:45,Australian Dollar Edges Higher Before Fed Announcement
2015-12-15 18:51:21,"GBP Weaker vs. USD, Flat vs. JPY &amp; EUR 2"
2015-12-15 17:34:39,USD Stronger Ahead of All-Important Fed Decision
2015-12-15 11:17:53,Australian Dollar Higher After Economic Data &amp; RBA Minutes
2015-12-12 14:08:08,NZ Dollar Ends Week with Limited Losses
2015-12-11 17:06:39,"Pound Rebounds vs. Dollar, Falls vs. Other Major Rivals"
2015-12-10 20:24:35,NZ Dollar Higher After RBNZ Cuts Interest Rates C
2015-12-08 12:08:32,NZ Dollar Follows Aussie in Decline
2015-12-08 10:42:12,Aussie Down After China’s Trade Surplus Shrinks Yet Again
2015-12-07 21:09:44,"Euro Down vs. Dollar &amp; Yen, Up vs. Sterling 1"
2015-12-07 15:23:38,Candian Dollar Plunges Along with Oil Prices
2015-12-07 12:20:50,NZ Dollar Drops amid Easing Speculations
2015-12-07 11:53:20,Positive Data from Australia Doesn’t Help Australian Dollar
2015-12-07 11:14:57,Positive Data from Australian Doesn’t Help Australian Dollar
2015-12-05 02:23:20,Canadian Dollar Resilient in Face of Negative Fundamentals 0
2015-12-04 23:44:08,Dollar Ends Friday’s Trading with Gains
2015-12-04 23:42:26,Dollar Ends Friday with Gains
2015-12-04 10:44:01,"AUD Weaker vs. USD, Rises vs. EUR"
2015-12-02 15:35:58,Canadian Dollar Trades Mixed Ahead of BoC
2015-12-01 01:39:52,Australian Dollar Gains as Risk Aversion Subsides D
2015-11-30 15:43:09,Is the Dollar Index About to Reach a New Cyclical High?
2015-11-27 17:29:02,Swiss Franc Sinks to -Month Low vs. Dollar &amp; Yen
2015-11-27 13:00:58,Euro Continues to Drop as Stimulus Speculations Persist
2015-11-26 22:49:39,"Canadian Dollar Flat, Can Potentially Go Lower"
2015-11-26 22:04:41,Euro Continues to Drop as Stimulus Speculations Persist
2015-11-26 00:22:49,Euro Slumps to Fresh -Month Low vs. Dollar d1
2015-11-25 23:38:51,Dollar Mixed During Wednesday’s Quiet Trading 1
2015-11-25 14:03:37,Australian Dollar Attempts to Rally on Steven’s Comments &amp; China
2015-11-23 19:23:01,Dollar Strong During Monday’s Trading
2015-11-21 12:40:10,Dollar Logs Weekly Gains Despite Some Obstacles d
2015-11-20 16:29:12,US Dollar Mixed During Friday’s Session
2015-11-20 14:19:20,Canadian Dollar Shows Better Performance
2015-11-19 21:06:50,Canadian Dollar Demonstrates Weak Performance
2015-11-19 15:07:08,"Dollar Index Lower, but Eected to Regain Strength"
2015-11-19 12:25:37,"Sterling Gains on Dollar Despite Retail Sales, Drops vs. Other Majors 0"
2015-11-18 20:53:18,"Dollar Drops After Fed Minutes, Rebounds 28"
2015-11-18 18:39:19,Canadian Dollar Down as Traders Wait for Fed Minutes D
2015-11-18 11:40:43,NZ Dollar Flat as Traders Wait for Fed Minutes 2
2015-11-17 14:51:05,"EUR/USD Drops Below 7 on Paris, Policy Divergence"
2015-11-17 14:04:10,Australian Dollar Gains as Risk Aversion Subsides D
2015-11-14 13:09:30,Dollar in Consolidation Mode During Week After NFP
2015-11-13 20:07:52,Canadian Dollar Mixed Close to End of Trading
2015-11-13 15:15:51,Euro Continues to Struggle on Stimulus Eectations
2015-11-13 11:47:56,Yen Pares Losses vs. Dollar &amp; Pound c
2015-11-13 10:50:34,Australian Dollar Gains for Third Session c
2015-11-12 14:36:50,Draghi Stimulus Hint Sends Euro Lower in Forex Trading
2015-11-11 19:48:03,"Canadian Dollar Flat, Feels Pressure from Crude Oil"
2015-11-11 14:05:44,Dollar Pulls Back on Uncertainty Over Fed
2015-11-11 12:42:34,Australian Dollar Ignores Negative Chinese Data Again D
2015-11-10 13:29:45,Australian Dollar Withstands Negative Fundamentals
2015-11-10 13:19:08,Canadian Dollar Regains Some Lost Ground
2015-11-09 14:43:47,Euro Ekes Out Gain Against Dollar
2015-11-09 12:54:04,"NZD Recovers vs. USD, Gains vs. Other Peers"
2015-11-09 12:34:43,"Australian Dollar Opens Sharply Lower, Moves Higher Afterwards"
2015-11-07 10:33:06,US Dollar Ends Week with Huge Gains After Non-Farm Payrolls
2015-11-06 17:24:28,"CAD Drops vs. USD, Supported vs. Other Majors by Employment"
2015-11-06 15:01:08,"Dollar Soars After NFP, Market Readies for December Hike"
2015-11-05 02:57:37,Dollar Soars After Yellen Talks About Possibility of December Rate Hike
2015-11-03 20:08:33,"Pound Flat vs. Dollar, Gains on Yen C"
2015-11-03 20:00:19,"Pound Flat vs. Dollar, Gains on Yen"
2015-11-03 17:49:44,Australian Dollar Rallies as RBA Holds
2015-11-03 15:21:16,Optimism for US Economic News Boosts Dollar
2015-11-02 12:19:48,Australian Dollar Higher After Australian &amp; Chinese Data
2015-10-31 00:17:08,US Dollar Ends Friday Lower
2015-10-30 11:13:29,NZ Dollar Climbs on Supportive News
2015-10-29 16:31:35,Dollar Retreats as Data Doesn’t Support Fed Hike Outlook
2015-10-29 06:49:59,NZ Dollar Falls After RBNZ &amp; Fed
2015-10-29 05:05:37,US Dollar Soars as December Hike Remains Possible
2015-10-28 15:42:41,Australian Dollar Falls as Consumer Inflation Misses Eectations
2015-10-27 14:19:29,"US Dollar Index Moves Higher, But Remains Rangebound C9"
2015-10-27 00:51:33,CAD Little Changed vs. USD Falls vs. Other Majors
2015-10-26 18:40:41,Week Starts with Correction for US Dollar C
2015-10-26 15:28:34,China Continues to Help Australian Dollar
2015-10-23 14:22:37,Australian Dollar Attempts to Rally After Good News from China 0
2015-10-23 14:12:55,US Dollar Index Extends Rally and Erases October Losses
2015-10-22 21:14:15,"Canadian Dollar Demonstrates Strong Gains, Ignoring Domestic Data"
2015-10-22 13:53:50,"Pound Unable to Beat Dollar, Gains on Battered Euro"
2015-10-22 13:41:06,"Pound Unable to Beat Dollar, Gain on Battered Euro"
2015-10-22 13:29:34,US Dollar Index Surges Higher After ECB Announcement
2015-10-21 14:38:41,US Dollar Trades Rangebound Ahead of Tomorrow’s ECB Meeting
2015-10-19 22:25:52,"US Dollar Broadly Stronger, Unable to Beat UK Pound C"
2015-10-19 21:18:06,Canadian Dollar Suffers Together with Commodities
2015-10-19 15:01:31,"NZD Gains on EUR, Flat vs. USD"
2015-10-19 14:44:29,Australian Dollar Fails to Rally After China’s Data
2015-10-17 15:36:15,US Dollar Continues to Suffer as Traders Pare Bets on Rate Lift-Off
2015-10-16 13:46:02,New Zealand Dollar Can’t Avoid Losses
2015-10-15 22:55:12,"Canadian Dollar Climbs vs. Rivals, Ignores Drop of Crude Oil u"
2015-10-15 11:38:34,NZD Climbs to Highest Since June vs. USD 9
2015-10-14 12:29:52,NZ Dollar Recovers After Wheeler’s Speech
2015-10-13 21:05:59,Short-Term Outlook for US Dollar
2015-10-13 18:49:28,Canadian Dollar Follows Crude Oil in Decline Yet Again
2015-10-13 18:02:51,Dollar Mixed in Tuesday’s Trading 9d
2015-10-12 18:47:41,Canadian Dollar Tracks Moves of Crude Oil
2015-10-12 18:33:03,Dollar Remains Subdued During Quiet Trading
2015-10-12 09:31:30,Australian Dollar Edges Higher in Thin Trading
2015-10-10 11:57:28,Doubts About Interest Rate Hike Make US Dollar Underperform 9
2015-10-09 21:05:36,Dollar Mixed amid Speculations About Delay of Interest Rate Lift-Off
2015-10-09 18:28:57,Canadian Dollar Mixed After Employment Data
2015-10-09 14:01:22,Euro Heads Higher on Speculation More Stimulus Might Not Be Needed
2015-10-09 11:06:04,AUD Rises to Highest Since August vs. USD &amp; JPY
2015-10-09 09:43:50,"Pound Resilient vs. Dollar &amp; Yen, Soft vs. Euro"
2015-10-08 21:18:26,"Canadian Dollar Pushes Higher, Tracing Rally of Crude Oil"
2015-10-08 19:41:01,Fed Minutes Provides Limited Support for US Dollar
2015-10-07 11:41:13,NZ Dollar at Highest in Six Weeks as Dairy Prices Pick Up
2015-10-06 21:01:19,Dollar’s Weakness Helps Euro
2015-10-06 19:00:37,Crude Oil Fuels Rally of Canadian Dollar 0
2015-10-06 13:52:32,Falling Business Confidence Prevents NZ Dollar from Rally 201
2015-10-06 13:21:03,Australian Dollar Rallies for Fifth Day Following RBA Decision
2015-10-02 17:06:22,US Dollar Sinks After Non-Farm Payrolls
2015-10-02 10:53:21,"Australian Dollar Gains on Japanese Yen, Less Successful vs. US Dollar"
2015-10-01 22:57:23,Canadian Dollar Rallies for Second Day 1
2015-10-01 22:39:58,Dollar Soft Ahead of Non-Farm Payrolls
2015-09-30 13:54:35,US Dollar Index Moves Higher as Employment Data Comes In
2015-09-30 08:59:30,NZ Dollar Gains After Mixed Data 0
2015-09-29 20:19:18,NZ Dollar Demonstrates Small Gains
2015-09-26 09:39:43,"Dollar Ends Week Strong, Outlook Clouded"
2015-09-26 00:41:26,Canadian Dollar Ends Trading Little Changed
2015-09-25 23:28:25,Dollar Ends Friday with Gains
2015-09-25 17:50:16,New Zealand Dollar Rises in Face of Adverse Fundamentals
2015-09-25 01:21:30,Dollar Lifted by Remarks from Janet Yellen
2015-09-24 17:06:47,Interest Rate Cut Pushes Taiwan Dollar Lower
2015-09-24 04:22:50,Canadian Dollar Remains Soft After Disappointing Retail Sales
2015-09-22 14:02:50,US Dollar Mostly Higher Today Against Its Major Counterparts 2
2015-09-22 13:38:09,QE Talk Weighs on Euro/Dollar Pair in Forex Trading 1
2015-09-21 23:59:01,US Dollar Gains as Markets Continue Digest Fed Announcement
2015-09-21 21:56:57,South African Backs Off vs. US Dollar D
2015-09-19 17:45:12,Fed Week Ends Poorly for Dollar
2015-09-19 17:28:23,Canadian Dollar Fails to Rally
2015-09-18 21:53:30,Canadian Dollar Fails to Rally
2015-09-18 14:34:21,"Hungarian Forint Gains vs. Euro, Falls vs. Dollar"
2015-09-17 23:32:34,Canadian Dollar Weak Against Major Peers
2015-09-17 21:21:12,Dollar Dips After Fed Refrains from Action
2015-09-17 15:59:36,New Zealand Dollar Drops as Economic Growth Disappoints
2015-09-15 12:54:24,Dollar Performance Steady Ahead of Fed
2015-09-14 18:21:43,Australian Dollar Goes Higher on Monday
2015-09-12 10:43:53,Euro Higher vs. Dollar &amp; Other Peers by Weekend
2015-09-11 14:13:08,US Dollar Heads Higher as Risk Aversion Take Hold d
2015-09-11 11:41:35,NZ Dollar Backs Off After Rally
2015-09-10 13:45:29,US Dollar Index Pulls Back as Euro Gains Ground
2015-09-10 11:08:00,Employment Data Rescues Australian Dollar
2015-09-10 10:47:19,New Zealand Dollar Backs Off After RBNZ Cuts Rates
2015-09-09 18:52:38,New Zealand Dollar Stronger Ahead of RBNZ Meeting
2015-09-09 11:37:06,"Pound Lower vs. Dollar, Fares Better vs. Yen"
2015-09-08 21:27:05,Dollar Soft During Tuesday’s Trading
2015-09-08 20:37:49,Optimistic Mood Lifts Canadian Dollar U
2015-09-08 13:58:40,Euro Moves Higher Against Dollar as Better News Helps Risk Appetite
2015-09-04 19:28:30,Canadian Dollar Fails to Rally as US Employment Overshadows Canadian
2015-09-04 14:55:49,Dollar Gains as Jobs Report Suggests Possibility of September Rate Hike
2015-09-04 11:34:24,GBP Falls for Ninth Session vs. USD U
2015-09-03 13:18:09,Dollar Regains Upper Hand on Eectations of Better News
2015-09-03 10:46:22,Australian Dollar Continues to Struggle 0
2015-08-31 22:42:16,Canadian Dollar Follows Bounce of Oil Prices U
2015-08-31 13:57:50,US Dollar Loses Ground as Carry Trades Dominate U
2015-08-31 10:29:29,NZ Dollar Suffers from Domestic Data &amp; Negative Market Sentiment
2015-08-29 10:32:39,Dollar Weathers Impact of China’s Stock Collapse
2015-08-28 22:20:44,Dollar Bounces as Fischer Doesn’t Discard Possibility of September Hike U
2015-08-28 15:31:57,Crude Oil Prices Rescue Canadian Dollar D
2015-08-28 03:32:27,"Japanese Yen Continues Move Down, Halts Drop vs. Dollar C"
2015-08-28 00:40:49,"Dollar Gains as Market Stabilizes, Data Supports"
2015-08-27 09:58:17,Gains of Australian Dollar Limited
2015-08-26 13:40:26,Canadian Dollar Struggles to Regain Some Lost Ground
2015-08-25 12:52:53,"US Dollar Index Moves Higher, Although Gains Are Limited"
2015-08-25 10:16:10,NZ Dollar Gains After Monday’s Plunge
2015-08-25 09:32:01,Australian Dollar Recovers After Huge Slump
2015-08-24 18:51:58,Shekel Gains vs. Dollar as Israeli Central Bank Prefers to Keep Rates Stable 1
2015-08-24 14:21:03,Global Jitters Don’t Help Canadian Dollar
2015-08-22 11:58:03,Week of Fed Minutes Ends with Losses for US Dollar
2015-08-20 21:04:31,US Dollar Remains Soft
2015-08-20 13:00:15,Risk Aversion Weighs on Australian Dollar
2015-08-20 02:48:58,Crude Oil Prices Drag Canadian Dollar Down
2015-08-20 01:33:04,Dollar Weaker After Fed Minutes
2015-08-19 14:17:20,China Drives New Zealand Dollar Lower
2015-08-19 13:04:39,Canadian Dollar Remains Lukewarm
2015-08-18 21:01:24,Dollar Mixed After Housing Data
2015-08-18 03:29:30,Australian Dollar Continues Attempts to Rise
2015-08-18 02:19:47,Dollar Keeps Gains of Week’s First Trading Session
2015-08-13 15:22:21,US Dollar Index Recovers After Recent Selloff
2015-08-10 14:28:19,Canadian Dollar Mostly Steady Today
2015-08-05 13:58:20,Strong Dollar Drags on US Economy
2015-08-01 08:44:46,Dollar Flat After Week of Mixed Fundamentals
2015-07-31 16:22:16,Canadian Dollar Dragged Down by Oil Prices &amp; Falling GDP
2015-07-31 15:44:32,Dollar Loses Strength in Friday’s Trading
2015-07-31 09:49:33,Australian Dollar Declines
2015-07-31 09:10:34,New Zealand Dollar Goes Lower as Business Confidence Wanes
2015-07-30 16:00:34,US Dollar Continues Move Upward
2015-07-30 09:50:18,Australian Dollar Attempts to Defy Adverse Fundamentals
